"CityTown","StateTerritory","lat","lon","locality","state","county","Location"
"Florence","SC","34.195433","-79.762563","Florence","SC","Florence County","Florence, SC"
"Floresville","TX","29.133578","-98.156119","Floresville","TX","Wilson County","Floresville, TX"
"Florissant","MO","38.789217","-90.322614","Florissant","MO","St. Louis County","Florissant, MO"
"Flossmoor","IL","41.542812","-87.684768","Flossmoor","IL","Cook County","Flossmoor, IL"
"Flower Mound","TX","33.014567","-97.096955","Flower Mound","TX","Denton County","Flower Mound, TX"
"Flowery Branch","GA","34.185102","-83.925181","Flowery Branch","GA","Hall County","Flowery Branch, GA"
"Flowood","MS","32.338052","-90.092755","Flowood","MS","Rankin County","Flowood, MS"
"Floyd County","GA","34.282897","-85.230841",NA,"GA","Floyd County","Floyd County, GA"
"Floyd County","KY","37.545546","-82.777858",NA,"KY","Floyd County","Floyd County, KY"
"Floyd","VA","36.911244","-80.32005","Floyd","VA","Floyd County","Floyd, VA"
"Flushing","MI","43.063083","-83.851073","Flushing","MI","Genesee County","Flushing, MI"
"Flushing","NY","40.767499","-73.833079",NA,"NY","Queens County","Flushing, NY"
"Folkston","GA","30.83051","-82.009838","Folkston","GA","Charlton County","Folkston, GA"
"Follansbee","WV","40.327569","-80.595906","Follansbee","WV","Brooke County","Follansbee, WV"
"Folly Beach","SC","32.65518","-79.940367","Folly Beach","SC","Charleston County","Folly Beach, SC"
"Folsom","CA","38.677959","-121.176058","Folsom","CA","Sacramento County","Folsom, CA"
"Fond du Lac","WI","43.773045","-88.447051","Fond du Lac","WI","Fond du Lac County","Fond du Lac, WI"
"Fontana","CA","34.092233","-117.435048","Fontana","CA","San Bernardino County","Fontana, CA"
"Ford Smith","AR","35.385924","-94.398547","Fort Smith","AR","Sebastian County","Ford Smith, AR"
"Forest City","AR","35.008147","-90.789834","Forrest City","AR","St. Francis County","Forest City, AR"
"Forest Grove","OR","45.526998","-123.121113","Forest Grove","OR","Washington County","Forest Grove, OR"
"Forest Hills","NY","40.718106","-73.844847",NA,"NY","Queens County","Forest Hills, NY"
"Forest Lake","MN","45.278856","-92.985218","Forest Lake","MN","Washington County","Forest Lake, MN"
"Forks","WA","47.950355","-124.385487","Forks","WA","Clallam County","Forks, WA"
"Fort Akinson","WI","42.928894","-88.837051","Fort Atkinson","WI","Jefferson County","Fort Akinson, WI"
"Fort Ashby","WV","39.503147","-78.76863","Fort Ashby","WV","Mineral County","Fort Ashby, WV"
"Fort Atkinson","WI","42.928894","-88.837051","Fort Atkinson","WI","Jefferson County","Fort Atkinson, WI"
"Fort Bend","TX","29.569261","-95.814288",NA,"TX","Fort Bend County","Fort Bend, TX"
"Fort Bragg","CA","39.445723","-123.805294","Fort Bragg","CA","Mendocino County","Fort Bragg, CA"
"Fort Bragg","NC","35.141455","-79.007995","Fort Bragg","NC","Cumberland County","Fort Bragg, NC"
"Fort Campbell","TN","36.663447","-87.47739","Fort Campbell","KY","Christian County","Fort Campbell, TN"
"Fort Carson","CO","38.737494","-104.788862","Fort Carson","CO","El Paso County","Fort Carson, CO"
"Fort Collins","CO","40.58526","-105.084423","Fort Collins","CO","Larimer County","Fort Collins, CO"
"Fort Dodge","IA","42.497469","-94.168016","Fort Dodge","IA","Webster County","Fort Dodge, IA"
"Fort Gratiot","MI","43.038618","-82.476888","Fort Gratiot Township","MI","St. Clair County","Fort Gratiot, MI"
"Fort Kent","ME","47.25865","-68.589491","Fort Kent","ME","Aroostook County","Fort Kent, ME"
"Fort Lauderdale","FL","26.122439","-80.137317","Fort Lauderdale","FL","Broward County","Fort Lauderdale, FL"
"Fort Lee","NJ","40.850933","-73.970138","Fort Lee","NJ","Bergen County","Fort Lee, NJ"
"Fort Lewis","WA","47.134243","-122.485732","Joint Base Lewis-McChord","WA","Pierce County","Fort Lewis, WA"
"Fort Madison","IA","40.629763","-91.314535","Fort Madison","IA","Lee County","Fort Madison, IA"
"Fort Mayne","IN","41.079273","-85.139351","Fort Wayne","IN","Allen County","Fort Mayne, IN"
"Fort Meyers","FL","26.640628","-81.872308","Fort Myers","FL","Lee County","Fort Meyers, FL"
"Fort Mill","SC","35.00737","-80.945076","Fort Mill","SC","York County","Fort Mill, SC"
"Fort Mitchell","KY","39.047205","-84.559917","Fort Mitchell","KY","Kenton County","Fort Mitchell, KY"
"Fort Monroe","VA","37.004055","-76.30732","Hampton","VA",NA,"Fort Monroe, VA"
"Fort Morgan","CO","40.250258","-103.799951","Fort Morgan","CO","Morgan County","Fort Morgan, CO"
"Fort Myers Beach","FL","26.452025","-81.948145","Fort Myers Beach","FL","Lee County","Fort Myers Beach, FL"
"Fort Myers","FL","26.640628","-81.872308","Fort Myers","FL","Lee County","Fort Myers, FL"
"Fort Payne","AL","34.444255","-85.719689","Fort Payne","AL","DeKalb County","Fort Payne, AL"
"Fort Pierce","FL","27.446706","-80.325606","Fort Pierce","FL","St. Lucie County","Fort Pierce, FL"
"Fort Rock","OR","43.356799","-121.054845","Fort Rock","OR","Lake County","Fort Rock, OR"
"Fort Scott","KS","37.839763","-94.708295","Fort Scott","KS","Bourbon County","Fort Scott, KS"
"Fort Sill","OK","34.593836","-98.418422","Fort Sill","OK","Comanche County","Fort Sill, OK"
"Fort Smith","AK","35.385924","-94.398547","Fort Smith","AR","Sebastian County","Fort Smith, AK"
"Fort Smith","AR","35.385924","-94.398547","Fort Smith","AR","Sebastian County","Fort Smith, AR"
"Fort Snelling","MN","44.89274","-93.180456","Unorganized Territory of Fort Snelling","MN","Hennepin County","Fort Snelling, MN"
"Fort Stockton","TX","30.894043","-102.879322","Fort Stockton","TX","Pecos County","Fort Stockton, TX"
"Fort Sumner","NM","34.471733","-104.24553","Fort Sumner","NM","De Baca County","Fort Sumner, NM"
"Fort Thomas","KY","39.075061","-84.447163","Fort Thomas","KY","Campbell County","Fort Thomas, KY"
"Fort Vally","GA","32.553759","-83.887408","Fort Valley","GA","Peach County","Fort Vally, GA"
"Fort Walton Beach","FL","30.420071","-86.617031","Fort Walton Beach","FL","Okaloosa County","Fort Walton Beach, FL"
"Fort Washington","CA","36.87716","-119.770678","Fresno","CA","Fresno County","Fort Washington, CA"
"Fort Washington","PA","40.141678","-75.192694","Fort Washington","PA","Montgomery County","Fort Washington, PA"
"Fort Wayne","IN","41.079273","-85.139351","Fort Wayne","IN","Allen County","Fort Wayne, IN"
"Fort Wayne","TX","41.133228","-85.149535","Fort Wayne","IN","Allen County","Fort Wayne, TX"
"Fort Worth","IN","32.755488","-97.330766","Fort Worth","TX","Tarrant County","Fort Worth, IN"
"Fort Worth","TX","32.755488","-97.330766","Fort Worth","TX","Tarrant County","Fort Worth, TX"
"Fort Wright","KY","39.051156","-84.535029","Fort Wright","KY","Kenton County","Fort Wright, KY"
"Fortuna","CA","40.598187","-124.157276","Fortuna","CA","Humboldt County","Fortuna, CA"
"Forty Fort","PA","41.27897","-75.878252","Forty Fort","PA","Luzerne County","Forty Fort, PA"
"Foster City","CA","37.558546","-122.271079","Foster City","CA","San Mateo County","Foster City, CA"
"Fostoria","OH","41.156998","-83.41687","Fostoria","OH","Seneca County","Fostoria, OH"
"Fountain Hills","AZ","33.604208","-111.725694","Fountain Hills","AZ","Maricopa County","Fountain Hills, AZ"
"Fountain Valley","CA","33.709021","-117.954407","Fountain Valley","CA","Orange County","Fountain Valley, CA"
"Fowler","CA","36.630506","-119.67847","Fowler","CA","Fresno County","Fowler, CA"
"Fox Chapel","PA","40.513402","-79.879773","Fox Chapel","PA","Allegheny County","Fox Chapel, PA"
"Foxboro","MA","42.065381","-71.247825","Foxborough","MA","Norfolk County","Foxboro, MA"
"Foxborough","MA","42.065381","-71.247825","Foxborough","MA","Norfolk County","Foxborough, MA"
"Framingham","MA","42.279286","-71.416157","Framingham","MA","Middlesex County","Framingham, MA"
"Francestown","NH","42.987582","-71.812577","Francestown","NH","Hillsborough County","Francestown, NH"
"Franconia","NH","44.227173","-71.747907","Franconia","NH","Grafton County","Franconia, NH"
"Frankford","DE","38.517336","-75.234911","Frankford","DE","Sussex County","Frankford, DE"
"Frankford","NJ","41.166278","-74.745411","Frankford","NJ","Sussex County","Frankford, NJ"
"Frankfort","IL","41.495866","-87.848661","Frankfort","IL","Will County","Frankfort, IL"
"Frankfort","KY","38.200905","-84.873284","Frankfort","KY","Franklin County","Frankfort, KY"
"Frankfort","NY","43.038959","-75.070436","Frankfort","NY","Herkimer County","Frankfort, NY"
"Frankfurt","KY","38.200905","-84.873284","Frankfort","KY","Franklin County","Frankfurt, KY"
"Franklin Lakes","NJ","41.016764","-74.205701","Franklin Lakes","NJ","Bergen County","Franklin Lakes, NJ"
"Franklin Park","PA","40.583401","-80.087835","Franklin Park","PA","Allegheny County","Franklin Park, PA"
"Franklin","IN","39.480606","-86.054986","Franklin","IN","Johnson County","Franklin, IN"
"Franklin","KY","36.722263","-86.577218","Franklin","KY","Simpson County","Franklin, KY"
"Franklin","MA","42.083431","-71.396725","Franklin","MA","Norfolk County","Franklin, MA"
"Franklin","NC","35.182317","-83.381543","Franklin","NC","Macon County","Franklin, NC"
"Franklin","NJ","41.122041","-74.580438","Franklin","NJ","Sussex County","Franklin, NJ"
"Franklin","OH","39.558947","-84.304107","Franklin","OH","Warren County","Franklin, OH"
"Franklin","PA","41.397836","-79.831444","Franklin","PA","Venango County","Franklin, PA"
"Franklin","TN","35.925064","-86.86889","Franklin","TN","Williamson County","Franklin, TN"
"Franklin","VA","36.677651","-76.922461","Franklin","VA",NA,"Franklin, VA"
"Franklin","WI","42.888627","-88.038419","Franklin","WI","Milwaukee County","Franklin, WI"
"Franklinton","OH","39.953727","-83.028082","Columbus","OH","Franklin County","Franklinton, OH"
"Franklinville","NJ","39.617797","-75.080747","Franklin","NJ","Gloucester County","Franklinville, NJ"
"Frankton","IN","40.222817","-85.778867","Frankton","IN","Madison County","Frankton, IN"
"Fraser","CO","39.944987","-105.817232","Fraser","CO","Grand County","Fraser, CO"
"Fraser","MI","42.539202","-82.949365","Fraser","MI","Macomb County","Fraser, MI"
"Frederick","CO","40.099151","-104.937199","Frederick","CO","Weld County","Frederick, CO"
"Frederick","MD","39.414269","-77.410541","Frederick","MD","Frederick County","Frederick, MD"
"Fredericksburg","VA","38.303184","-77.46054","Fredericksburg","VA",NA,"Fredericksburg, VA"
"Fredericktown","PA","40.000246","-79.997669","Fredericktown","PA","Washington County","Fredericktown, PA"
"Fredon Township","NJ","41.039264","-74.808778","Fredon Township","NJ","Sussex County","Fredon Township, NJ"
"Fredon","NJ","41.039264","-74.808778","Fredon Township","NJ","Sussex County","Fredon, NJ"
"Fredonia","NY","42.440058","-79.331711","Fredonia","NY","Chautauqua County","Fredonia, NY"
"Fredrick","MD","39.414269","-77.410541","Frederick","MD","Frederick County","Fredrick, MD"
"Fredricksburg","TX","30.275201","-98.871984","Fredericksburg","TX","Gillespie County","Fredricksburg, TX"
"Fredricksburg","VA","38.303184","-77.46054","Fredericksburg","VA",NA,"Fredricksburg, VA"
"Freeburg","IL","38.42755","-89.913714","Freeburg","IL","St. Clair County","Freeburg, IL"
"Freehold Township","NJ","40.213675","-74.300088","Freehold Township","NJ","Monmouth County","Freehold Township, NJ"
"Freehold","NJ","40.213675","-74.300088","Freehold Township","NJ","Monmouth County","Freehold, NJ"
"Freeland","WA","48.009537","-122.525983","Freeland","WA","Island County","Freeland, WA"
"Freemont","CA","37.54854","-121.988583","Fremont","CA","Alameda County","Freemont, CA"
"Freemont","NE","41.433391","-96.498147","Fremont","NE","Dodge County","Freemont, NE"
"Freeport","FL","30.498252","-86.136052","Freeport","FL","Walton County","Freeport, FL"
"Freeport","IL","42.296686","-89.621227","Freeport","IL","Stephenson County","Freeport, IL"
"Freeport","ME","43.857006","-70.10312","Freeport","ME","Cumberland County","Freeport, ME"
"Freeport","NY","40.657602","-73.583183","Freeport","NY","Nassau County","Freeport, NY"
"Freeport","TX","28.954137","-95.359662","Freeport","TX","Brazoria County","Freeport, TX"
"Fremont","CA","37.54854","-121.988583","Fremont","CA","Alameda County","Fremont, CA"
"Fremont","CO","38.530651","-105.500548",NA,"CO","Fremont County","Fremont, CO"
"Fremont","NE","41.433391","-96.498147","Fremont","NE","Dodge County","Fremont, NE"
"Fremont","OH","41.35033","-83.121863","Fremont","OH","Sandusky County","Fremont, OH"
"French Camp","CA","37.881723","-121.274784","French Camp","CA","San Joaquin County","French Camp, CA"
"Frenchtown","NJ","40.526214","-75.06156","Frenchtown","NJ","Hunterdon County","Frenchtown, NJ"
"Frenso","CA","36.737798","-119.787125","Fresno","CA","Fresno County","Frenso, CA"
"Fresh Meadows","NY","40.733518","-73.780145",NA,"NY","Queens County","Fresh Meadows, NY"
"Fresno","CA","36.737798","-119.787125","Fresno","CA","Fresno County","Fresno, CA"
"Friday Harbor","WA","48.534266","-123.017124","Friday Harbor","WA","San Juan County","Friday Harbor, WA"
"Fridley","MN","45.086076","-93.263282","Fridley","MN","Anoka County","Fridley, MN"
"Friendswood","TX","29.5294","-95.201045","Friendswood","TX","Galveston County","Friendswood, TX"
"Frisco","CO","39.574431","-106.09752","Frisco","CO","Summit County","Frisco, CO"
"Frisco","TX","33.150674","-96.823612","Frisco","TX","Collin County","Frisco, TX"
"Front Royal","VA","38.918167","-78.194445","Front Royal","VA","Warren County","Front Royal, VA"
"Frontenac","MO","38.640426","-90.415411","Frontenac","MO","St. Louis County","Frontenac, MO"
"Frostburg","MD","39.658142","-78.928357","Frostburg","MD","Allegany County","Frostburg, MD"
"Frresno","CA","36.737798","-119.787125","Fresno","CA","Fresno County","Frresno, CA"
"Fruita","CO","39.15887","-108.728988","Fruita","CO","Mesa County","Fruita, CO"
"Fruitland","MD","38.322063","-75.620203","Fruitland","MD","Wicomico County","Fruitland, MD"
"Ft Lauderdale","FL","26.122439","-80.137317","Fort Lauderdale","FL","Broward County","Ft Lauderdale, FL"
"Ft. Lauderdale","FL","26.122439","-80.137317","Fort Lauderdale","FL","Broward County","Ft. Lauderdale, FL"
"Ft. Sill","OK","34.593836","-98.418422","Fort Sill","OK","Comanche County","Ft. Sill, OK"
"Ft. Wayne","IN","41.079273","-85.139351","Fort Wayne","IN","Allen County","Ft. Wayne, IN"
"Ft. Worth","TX","32.755488","-97.330766","Fort Worth","TX","Tarrant County","Ft. Worth, TX"
"Ft. Wright","KY","39.051156","-84.535029","Fort Wright","KY","Kenton County","Ft. Wright, KY"
"Fullerton","CA","33.870365","-117.924212","Fullerton","CA","Orange County","Fullerton, CA"
"Fulton","MO","38.846708","-91.947959","Fulton","MO","Callaway County","Fulton, MO"
"Fuquay-Varina","NC","35.584324","-78.800013","Fuquay-Varina","NC","Wake County","Fuquay-Varina, NC"
"Gadsden County","FL","30.556295","-84.647912",NA,"FL","Gadsden County","Gadsden County, FL"
"Gadsden","AL","34.014264","-86.006639","Gadsden","AL","Etowah County","Gadsden, AL"
"Gadsden","TX","34.009213","-85.988852","Gadsden","AL","Etowah County","Gadsden, TX"
"Gaffney","SC","35.071795","-81.649819","Gaffney","SC","Cherokee County","Gaffney, SC"
"Gahanna","OH","40.019231","-82.879345","Gahanna","OH","Franklin County","Gahanna, OH"
"Gainesboro","TN","36.355615","-85.658867","Gainesboro","TN","Jackson County","Gainesboro, TN"
"Gainesville","FL","29.651634","-82.324826","Gainesville","FL","Alachua County","Gainesville, FL"
"Gainesville","GA","34.297879","-83.824066","Gainesville","GA","Hall County","Gainesville, GA"
"Gainesville","VA","38.795671","-77.61388","Gainesville","VA","Prince William County","Gainesville, VA"
"Gainsville","FL","29.651634","-82.324826","Gainesville","FL","Alachua County","Gainsville, FL"
"Gaithersberg","MD","39.143969","-77.201606","Gaithersburg","MD","Montgomery County","Gaithersberg, MD"
"Gaithersburg","MD","39.143969","-77.201606","Gaithersburg","MD","Montgomery County","Gaithersburg, MD"
"Galax","VA","36.661239","-80.923967","Galax","VA",NA,"Galax, VA"
"Galena Park","TX","29.733562","-95.230212","Galena Park","TX","Harris County","Galena Park, TX"
"Galena","IL","42.416674","-90.429017","Galena","IL","Jo Daviess County","Galena, IL"
"Galesburg","IL","40.947816","-90.37124","Galesburg","IL","Knox County","Galesburg, IL"
"Galion","OH","40.733669","-82.789903","Galion","OH","Crawford County","Galion, OH"
"Gallatin","MT","45.538886","-111.119423",NA,"MT","Gallatin County","Gallatin, MT"
"Gallatin","TN","36.388381","-86.44666","Gallatin","TN","Sumner County","Gallatin, TN"
"Gallipolis","OH","38.809803","-82.202369","Gallipolis","OH","Gallia County","Gallipolis, OH"
"Galloway","NJ","39.492824","-74.559688","Galloway","NJ","Atlantic County","Galloway, NJ"
"Gallup","NM","35.528078","-108.742584","Gallup","NM","McKinley County","Gallup, NM"
"Galt","CA","38.254637","-121.299949","Galt","CA","Sacramento County","Galt, CA"
"Galveston","TX","29.301348","-94.797696","Galveston","TX","Galveston County","Galveston, TX"
"Gambier","OH","40.375619","-82.397104","Gambier","OH","Knox County","Gambier, OH"
"Garberville","CA","40.100083","-123.79492","Garberville","CA","Humboldt County","Garberville, CA"
"Garden City","KS","37.97169","-100.872662","Garden City","KS","Finney County","Garden City, KS"
"Garden City","NY","40.726768","-73.634295","Garden City","NY","Nassau County","Garden City, NY"
"Garden Grove","CA","33.774269","-117.937995","Garden Grove","CA","Orange County","Garden Grove, CA"
"Gardena","CA","33.888349","-118.308962","Gardena","CA","Los Angeles County","Gardena, CA"
"Gardendale","AL","33.660103","-86.81277","Gardendale","AL","Jefferson County","Gardendale, AL"
"Gardner","KS","38.810841","-94.927187","Gardner","KS","Johnson County","Gardner, KS"
"Gardner","MA","42.575088","-71.998133","Gardner","MA","Worcester County","Gardner, MA"
"Gardnerville","NV","38.941296","-119.749622","Gardnerville","NV","Douglas County","Gardnerville, NV"
"Garfield","NJ","40.881488","-74.113198","Garfield","NJ","Bergen County","Garfield, NJ"
"Garland","TX","32.912624","-96.638883","Garland","TX","Dallas County","Garland, TX"
"Garland","UT","41.741039","-112.161619","Garland","UT","Box Elder County","Garland, UT"
"Garner","NC","35.711264","-78.614171","Garner","NC","Wake County","Garner, NC"
"Garretson","SD","43.717473","-96.502821","Garretson","SD","Minnehaha County","Garretson, SD"
"Garrettsville","OH","41.284222","-81.096486","Garrettsville","OH","Portage County","Garrettsville, OH"
"Gary","IL","41.60204","-87.337152","Gary","IN","Lake County","Gary, IL"
"Gary","IN","41.60204","-87.337152","Gary","IN","Lake County","Gary, IN"
"Gas City","IN","40.487263","-85.613031","Gas City","IN","Grant County","Gas City, IN"
"Gastonia","NC","35.262082","-81.1873","Gastonia","NC","Gaston County","Gastonia, NC"
"Gates Mills","OH","41.517552","-81.403448","Gates Mills","OH","Cuyahoga County","Gates Mills, OH"
"Gaylord","MI","45.027513","-84.674752","Gaylord","MI","Otsego County","Gaylord, MI"
"Gearhart","OR","46.024274","-123.91125","Gearhart","OR","Clatsop County","Gearhart, OR"
"Genesee County","MI","43.077729","-83.677393",NA,"MI","Genesee County","Genesee County, MI"
"Geneseo","IL","41.44809","-90.154285","Geneseo","IL","Henry County","Geneseo, IL"
"Geneseo","NY","42.795896","-77.816947","Geneseo","NY","Livingston County","Geneseo, NY"
"Geneva City","NY","42.867984","-76.985557","Geneva","NY","Ontario County","Geneva City, NY"
"Geneva","IL","41.892644","-88.32879","Geneva","IL","Kane County","Geneva, IL"
"Geneva","NY","42.867984","-76.985557","Geneva","NY","Ontario County","Geneva, NY"
"Geneva","OH","41.805054","-80.948149","Geneva","OH","Ashtabula County","Geneva, OH"
"Genoa","OH","41.518106","-83.359094","Genoa","OH","Ottawa County","Genoa, OH"
"George","IA","43.343862","-96.002243","George","IA","Lyon County","George, IA"
"Georgetown","DE","38.690113","-75.385473","Georgetown","DE","Sussex County","Georgetown, DE"
"Georgetown","KY","38.209797","-84.558831","Georgetown","KY","Scott County","Georgetown, KY"
"Georgetown","SC","33.376834","-79.294496","Georgetown","SC","Georgetown County","Georgetown, SC"
"Georgetown","TX","30.633262","-97.677984","Georgetown","TX","Williamson County","Georgetown, TX"
"Germantown","MD","39.173162","-77.27165","Germantown","MD","Montgomery County","Germantown, MD"
"Germantown","NY","42.134534","-73.891798","Germantown","NY","Columbia County","Germantown, NY"
"Germantown","TN","35.086758","-89.810086","Germantown","TN","Shelby County","Germantown, TN"
"Germantown","WI","43.228617","-88.110369","Germantown","WI","Washington County","Germantown, WI"
"Gettysburg","PA","39.830929","-77.231095","Gettysburg","PA","Adams County","Gettysburg, PA"
"Gibraltar","MI","42.095043","-83.189648","Gibraltar","MI","Wayne County","Gibraltar, MI"
"Gibson City","IL","40.465312","-88.375887","Gibson City","IL","Ford County","Gibson City, IL"
"Gibsonia","PA","40.630057","-79.970332","Gibsonia","PA","Allegheny County","Gibsonia, PA"
"Gibsonton","FL","27.853637","-82.382593","Gibsonton","FL","Hillsborough County","Gibsonton, FL"
"Gibsonville","NC","36.105691","-79.542246","Gibsonville","NC","Guilford County","Gibsonville, NC"
"Gifford","FL","27.675309","-80.409218","Gifford","FL","Indian River County","Gifford, FL"
"Gig Harbor","WA","47.329264","-122.580129","Gig Harbor","WA","Pierce County","Gig Harbor, WA"
"Gila","NM","32.964657","-108.577569","Gila","NM","Grant County","Gila, NM"
"Gilbert","AZ","33.352826","-111.789027","Gilbert","AZ","Maricopa County","Gilbert, AZ"
"Gilbert","IA","42.106929","-93.649663","Gilbert","IA","Story County","Gilbert, IA"
"Gilette","WY","44.291092","-105.502221","Gillette","WY","Campbell County","Gilette, WY"
"Gilford","NH","43.547577","-71.406739","Gilford","NH","Belknap County","Gilford, NH"
"Gill","MA","42.640811","-72.499637","Gill","MA","Franklin County","Gill, MA"
"Gillette","WY","44.291092","-105.502221","Gillette","WY","Campbell County","Gillette, WY"
"Gilroy","CA","37.002983","-121.556637","Gilroy","CA","Santa Clara County","Gilroy, CA"
"Gladstone","NJ","40.715169","-74.657609",NA,"NJ","Somerset County","Gladstone, NJ"
"Gladwin","MI","43.980855","-84.486401","Gladwin","MI","Gladwin County","Gladwin, MI"
"Glasford","IL","40.572539","-89.813442","Glasford","IL","Peoria County","Glasford, IL"
"Glasgow","KY","36.995884","-85.911921","Glasgow","KY","Barren County","Glasgow, KY"
"Glassboro","NJ","39.702892","-75.111842","Glassboro","NJ","Gloucester County","Glassboro, NJ"
"Glastonbury","CT","41.686179","-72.545078","Glastonbury","CT","Hartford County","Glastonbury, CT"
"Glen Allen","VA","37.665978","-77.506374","Glen Allen","VA","Henrico County","Glen Allen, VA"
"Glen Burnie","MD","39.162608","-76.624689","Glen Burnie","MD","Anne Arundel County","Glen Burnie, MD"
"Glen Cove","NY","40.862322","-73.633739","Glen Cove","NY","Nassau County","Glen Cove, NY"
"Glen Ellyn","IL","41.877529","-88.067012","Glen Ellyn","IL","DuPage County","Glen Ellyn, IL"
"Glen Falls","NY","43.309516","-73.644006","Glens Falls","NY","Warren County","Glen Falls, NY"
"Glen Gardner","NJ","40.696767","-74.940725","Glen Gardner","NJ","Hunterdon County","Glen Gardner, NJ"
"Glen Head","NY","40.835378","-73.623739","Glen Head","NY","Nassau County","Glen Head, NY"
"Glen Mills","PA","39.901627","-75.510348","Glen Mills","PA","Delaware County","Glen Mills, PA"
"Glen Ridge","NJ","40.805378","-74.203757","Glen Ridge","NJ","Essex County","Glen Ridge, NJ"
"Glen Rock","NJ","40.962876","-74.132921","Glen Rock","NJ","Bergen County","Glen Rock, NJ"
"Glen Rock","PA","39.793158","-76.730249","Glen Rock","PA","York County","Glen Rock, PA"
"Glen","NH","44.110539","-71.179138","Bartlett","NH","Carroll County","Glen, NH"
"Glenbrook","NV","39.089959","-119.937837","Glenbrook","NV","Douglas County","Glenbrook, NV"
"Glendale","AZ","33.538652","-112.185987","Glendale","AZ","Maricopa County","Glendale, AZ"
"Glendale","CA","34.142508","-118.255075","Glendale","CA","Los Angeles County","Glendale, CA"
"Glendale","MO","38.595886","-90.377062","Glendale","MO","St. Louis County","Glendale, MO"
"Glendale","WI","43.135288","-87.935642","Glendale","WI","Milwaukee County","Glendale, WI"
"Glendora","CA","34.136119","-117.865339","Glendora","CA","Los Angeles County","Glendora, CA"
"Glenelg","MD","39.264114","-76.992808","Glenelg","MD","Howard County","Glenelg, MD"
"Glenolden","PA","39.900113","-75.289074","Glenolden","PA","Delaware County","Glenolden, PA"
"Glens Falls","NY","43.309516","-73.644006","Glens Falls","NY","Warren County","Glens Falls, NY"
"Glenside","PA","40.099908","-75.152793","Glenside","PA","Montgomery County","Glenside, PA"
"Glenview","IL","42.077807","-87.822337","Glenview","IL","Cook County","Glenview, IL"
"Glenwood Spring","CO","39.550538","-107.324776","Glenwood Springs","CO","Garfield County","Glenwood Spring, CO"
"Glenwood Springs","CO","39.550538","-107.324776","Glenwood Springs","CO","Garfield County","Glenwood Springs, CO"
"Glenwood","MN","45.650239","-95.390042","Glenwood","MN","Pope County","Glenwood, MN"
"Glenwood","NJ","41.251824","-74.487392",NA,"NJ","Sussex County","Glenwood, NJ"
"Gloucester","MA","42.615929","-70.661989","Gloucester","MA","Essex County","Gloucester, MA"
"Gloucester","NJ","39.793381","-75.049433",NA,"NJ","Camden County","Gloucester, NJ"
"Gloucester","VA","37.409863","-76.526617","Gloucester","VA","Gloucester County","Gloucester, VA"
"Glouster","OH","39.503126","-82.084589","Glouster","OH","Athens County","Glouster, OH"
"Glover","VT","44.706904","-72.186977","Glover","VT","Orleans County","Glover, VT"
"Gloversville","NY","43.052851","-74.343747","Gloversville","NY","Fulton County","Gloversville, NY"
"Goddard","KS","37.659736","-97.575326","Goddard","KS","Sedgwick County","Goddard, KS"
"Goffstown","NH","43.020405","-71.600222","Goffstown","NH","Hillsborough County","Goffstown, NH"
"Gold Beach","OR","42.407333","-124.421774","Gold Beach","OR","Curry County","Gold Beach, OR"
"GOLD BEACH","OR","42.407333","-124.421774","Gold Beach","OR","Curry County","GOLD BEACH, OR"
"Gold Canyon","AZ","33.359341","-111.45003","Gold Canyon","AZ","Pinal County","Gold Canyon, AZ"
"Goldboro","NC","35.384884","-77.992765","Goldsboro","NC","Wayne County","Goldboro, NC"
"Golden","CO","39.755543","-105.2211","Golden","CO","Jefferson County","Golden, CO"
"Goldsboro","NC","35.384884","-77.992765","Goldsboro","NC","Wayne County","Goldsboro, NC"
"Goleta","CA","34.435829","-119.827639","Goleta","CA","Santa Barbara County","Goleta, CA"
"Gonzales","LA","30.238529","-90.920099","Gonzales","LA","Ascension Parish","Gonzales, LA"
"Goochland","VA","37.684142","-77.885374","Goochland","VA","Goochland County","Goochland, VA"
"Goodrich","MI","42.916972","-83.506337","Goodrich","MI","Genesee County","Goodrich, MI"
"Goodview","MN","44.062463","-91.695706","Goodview","MN","Winona County","Goodview, MN"
"Goodyear","AZ","33.435339","-112.357657","Goodyear","AZ","Maricopa County","Goodyear, AZ"
"Goose Creek","SC","32.981006","-80.032587","Goose Creek","SC","Berkeley County","Goose Creek, SC"
"Gorham","ME","43.679531","-70.444225","Gorham","ME","Cumberland County","Gorham, ME"
"Gorham","NH","44.38795","-71.172788","Gorham","NH","Coos County","Gorham, NH"
"Goshen","CT","41.831519","-73.224895","Goshen","CT","Litchfield County","Goshen, CT"
"Goshen","IA","41.535098","-91.192911",NA,"IA","Muscatine County","Goshen, IA"
"Goshen","IN","41.582272","-85.834438","Goshen","IN","Elkhart County","Goshen, IN"
"Goshen","KY","38.403318","-85.583077","Goshen","KY","Oldham County","Goshen, KY"
"Goshen","NY","41.402038","-74.324319","Goshen","NY","Orange County","Goshen, NY"
"Gouldsboro","ME","44.47852","-68.039543","Gouldsboro","ME","Hancock County","Gouldsboro, ME"
"Grafton","MA","42.207039","-71.685624","Grafton","MA","Worcester County","Grafton, MA"
"Grafton","WI","43.319727","-87.953423","Grafton","WI","Ozaukee County","Grafton, WI"
